Country/Area,Technology,Grid Connection,Year,Heat Generation (TJ)
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2010,5543.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2011,5415.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2012,5355.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2013,5602.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2014,5486.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2015,6106.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2016,6479.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2017,6645.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2018,6691.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2019,7160.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2020,7041.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2021,7552.0
Switzerland,Renewable municipal waste,Combined Heat and Power (CHP),2022,7010.0
Switzerland,Biogas,Heat (Commercial),2000,50.0
Switzerland,Biogas,Heat (Commercial),2001,46.0
Switzerland,Biogas,Heat (Commercial),2002,33.0
Switzerland,Biogas,Heat (Commercial),2003,23.0
Switzerland,Biogas,Heat (Commercial),2004,21.0
Switzerland,Biogas,Heat (Commercial),2005,19.0
Switzerland,Biogas,Heat (Commercial),2006,13.0
Switzerland,Biogas,Heat (Commercial),2007,19.0
Switzerland,Biogas,Heat (Commercial),2008,15.0
Switzerland,Biogas,Heat (Commercial),2009,7.0
Switzerland,Biogas,Heat (Commercial),2010,2.0
Switzerland,Other renewable energy,Heat (Commercial),2000,73.0
Switzerland,Other renewable energy,Heat (Commercial),2001,150.0
Switzerland,Other renewable energy,Heat (Commercial),2002,115.0
Switzerland,Other renewable energy,Heat (Commercial),2003,103.0
Switzerland,Other renewable energy,Heat (Commercial),2004,78.0
Switzerland,Other renewable energy,Heat (Commercial),2005,47.0
Switzerland,Other renewable energy,Heat (Commercial),2006,102.0
Switzerland,Other renewable energy,Heat (Commercial),2007,64.0
Switzerland,Other renewable energy,Heat (Commercial),2008,112.0
Switzerland,Other renewable energy,Heat (Commercial),2009,100.0
Switzerland,Other renewable energy,Heat (Commercial),2010,141.0
Switzerland,Other renewable energy,Heat (Commercial),2011,132.0
Switzerland,Other renewable energy,Heat (Commercial),2012,121.0
Switzerland,Other renewable energy,Heat (Commercial),2013,95.0
Switzerland,Other renewable energy,Heat (Commercial),2014,68.0
Switzerland,Other renewable energy,Heat (Commercial),2015,91.0
Switzerland,Other renewable energy,Heat (Commercial),2016,100.0
Switzerland,Other renewable energy,Heat (Commercial),2017,102.0
Switzerland,Other renewable energy,Heat (Commercial),2018,13.0
Switzerland,Oil,Heat (Commercial),2000,137.0
Switzerland,Oil,Heat (Commercial),2001,166.0
Switzerland,Oil,Heat (Commercial),2002,135.0
Switzerland,Oil,Heat (Commercial),2003,273.0
Switzerland,Oil,Heat (Commercial),2004,132.0
Switzerland,Oil,Heat (Commercial),2005,303.0
Switzerland,Oil,Heat (Commercial),2006,346.0
Switzerland,Oil,Heat (Commercial),2007,18.0
Switzerland,Oil,Heat (Commercial),2008,15.0
Switzerland,Oil,Heat (Commercial),2009,72.0
Switzerland,Oil,Heat (Commercial),2010,107.0
Switzerland,Oil,Heat (Commercial),2011,83.0
Switzerland,Oil,Heat (Commercial),2012,320.0
Switzerland,Oil,Heat (Commercial),2013,324.0
Switzerland,Oil,Heat (Commercial),2014,431.0
Switzerland,Oil,Heat (Commercial),2015,317.0
Switzerland,Oil,Heat (Commercial),2016,148.0
Switzerland,Oil,Heat (Commercial),2017,159.0
Switzerland,Oil,Heat (Commercial),2018,137.0
Switzerland,Oil,Heat (Commercial),2019,150.0
Switzerland,Oil,Heat (Commercial),2020,89.0
Switzerland,Oil,Heat (Commercial),2021,112.0
Switzerland,Oil,Heat (Commercial),2022,140.0
Switzerland,Oil,Combined Heat and Power (CHP),2000,552.0
Switzerland,Oil,Combined Heat and Power (CHP),2001,538.0
Switzerland,Oil,Combined Heat and Power (CHP),2002,452.0
Switzerland,Oil,Combined Heat and Power (CHP),2003,515.0
Switzerland,Oil,Combined Heat and Power (CHP),2004,393.0
Switzerland,Oil,Combined Heat and Power (CHP),2005,264.0
Switzerland,Oil,Combined Heat and Power (CHP),2006,187.0
Switzerland,Oil,Combined Heat and Power (CHP),2007,130.0
Switzerland,Oil,Combined Heat and Power (CHP),2008,92.0
Switzerland,Oil,Combined Heat and Power (CHP),2009,66.0
Switzerland,Oil,Combined Heat and Power (CHP),2010,58.0
Switzerland,Oil,Combined Heat and Power (CHP),2011,56.0
Switzerland,Oil,Combined Heat and Power (CHP),2012,117.0
Switzerland,Oil,Combined Heat and Power (CHP),2013,31.0
Switzerland,Oil,Combined Heat and Power (CHP),2014,23.0
Switzerland,Oil,Combined Heat and Power (CHP),2015,43.0
Switzerland,Oil,Combined Heat and Power (CHP),2016,42.0
Switzerland,Oil,Combined Heat and Power (CHP),2017,43.0
Switzerland,Oil,Combined Heat and Power (CHP),2018,33.0
Switzerland,Oil,Combined Heat and Power (CHP),2019,44.0
Switzerland,Oil,Combined Heat and Power (CHP),2020,58.0
Switzerland,Oil,Combined Heat and Power (CHP),2021,89.0
Switzerland,Oil,Combined Heat and Power (CHP),2022,110.0
Switzerland,Natural gas,Heat (Commercial),2000,3906.0
Switzerland,Natural gas,Heat (Commercial),2001,4275.0
Switzerland,Natural gas,Heat (Commercial),2002,4297.0
Switzerland,Natural gas,Heat (Commercial),2003,4641.0
Switzerland,Natural gas,Heat (Commercial),2004,5102.0
Switzerland,Natural gas,Heat (Commercial),2005,4491.0
Switzerland,Natural gas,Heat (Commercial),2006,3994.0
Switzerland,Natural gas,Heat (Commercial),2007,3688.0
Switzerland,Natural gas,Heat (Commercial),2008,3296.0
Switzerland,Natural gas,Heat (Commercial),2009,3176.0
Switzerland,Natural gas,Heat (Commercial),2010,3249.0
Switzerland,Natural gas,Heat (Commercial),2011,2303.0
Switzerland,Natural gas,Heat (Commercial),2012,2725.0
Switzerland,Natural gas,Heat (Commercial),2013,3676.0
Switzerland,Natural gas,Heat (Commercial),2014,2282.0
Switzerland,Natural gas,Heat (Commercial),2015,2933.0
Switzerland,Natural gas,Heat (Commercial),2016,3020.0
Switzerland,Natural gas,Heat (Commercial),2017,2857.0
Switzerland,Natural gas,Heat (Commercial),2018,2409.0
Switzerland,Natural gas,Heat (Commercial),2019,2289.0
Switzerland,Natural gas,Heat (Commercial),2020,2225.0
Switzerland,Natural gas,Heat (Commercial),2021,2305.0
Switzerland,Natural gas,Heat (Commercial),2022,2157.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2000,3463.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2001,2993.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2002,3078.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2003,4195.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2004,4250.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2005,3845.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2006,3210.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2007,2917.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2008,3134.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2009,3057.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2010,3878.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2011,2639.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2012,2217.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2013,1368.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2014,499.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2015,718.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2016,1197.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2017,1085.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2018,1033.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2019,1323.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2020,1200.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2021,766.0
Switzerland,Natural gas,Combined Heat and Power (CHP),2022,536.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2000,1100.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2001,1180.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2002,1070.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2003,1120.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2004,1180.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2005,1100.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2006,1290.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2007,1270.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2008,1290.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2009,1300.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2010,1300.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2011,1290.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2012,1370.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2013,1270.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2014,1190.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2015,1100.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2016,1330.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2017,1320.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2018,1350.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2019,1380.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2020,1420.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2021,1520.0
Switzerland,Nuclear,Combined Heat and Power (CHP),2022,1390.0
Switzerland,Other non-renewable energy,Heat (Commercial),2000,150.0
Switzerland,Other non-renewable energy,Heat (Commercial),2001,296.0
Switzerland,Other non-renewable energy,Heat (Commercial),2002,257.0
Switzerland,Other non-renewable energy,Heat (Commercial),2003,247.0
Switzerland,Other non-renewable energy,Heat (Commercial),2004,224.0
Switzerland,Other non-renewable energy,Heat (Commercial),2005,196.0
Switzerland,Other non-renewable energy,Heat (Commercial),2006,102.0
Switzerland,Other non-renewable energy,Heat (Commercial),2007,64.0
Switzerland,Other non-renewable energy,Heat (Commercial),2008,112.0
Switzerland,Other non-renewable energy,Heat (Commercial),2009,100.0
Switzerland,Other non-renewable energy,Heat (Commercial),2010,141.0
Switzerland,Other non-renewable energy,Heat (Commercial),2011,132.0
Switzerland,Other non-renewable energy,Heat (Commercial),2012,121.0
Switzerland,Other non-renewable energy,Heat (Commercial),2013,95.0
Switzerland,Other non-renewable energy,Heat (Commercial),2014,68.0
Switzerland,Other non-renewable energy,Heat (Commercial),2015,91.0
Switzerland,Other non-renewable energy,Heat (Commercial),2016,100.0
Switzerland,Other non-renewable energy,Heat (Commercial),2017,102.0
Switzerland,Other non-renewable energy,Heat (Commercial),2018,13.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2000,4734.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2001,4991.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2002,5133.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2003,5223.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2004,6004.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2005,6364.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2006,6145.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2007,6034.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2008,6399.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2009,5946.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2010,6541.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2011,6390.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2012,6359.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2013,6598.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2014,6576.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2015,6663.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2016,6855.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2017,7082.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2018,7140.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2019,7801.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2020,7683.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2021,8216.0
Switzerland,Other non-renewable energy,Combined Heat and Power (CHP),2022,7710.0
Tajikistan,Coal and peat,Heat (Commercial),2016,1309.0
Tajikistan,Coal and peat,Heat (Commercial),2017,1793.0
Tajikistan,Coal and peat,Heat (Commercial),2018,2749.0
Tajikistan,Coal and peat,Heat (Commercial),2019,2749.0
Tajikistan,Coal and peat,Heat (Commercial),2020,4865.78
Tajikistan,Coal and peat,Heat (Commercial),2021,5060.41
Tajikistan,Coal and peat,Heat (Commercial),2022,5278.01
Tajikistan,Natural gas,Combined Heat and Power (CHP),2000,3165.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2001,3195.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2002,3399.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2003,3667.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2004,3663.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2005,3796.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2006,3762.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2007,3049.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2008,15157.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2009,384.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2010,392.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2011,387.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2012,405.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2013,408.0
Tajikistan,Natural gas,Combined Heat and Power (CHP),2014,408.0
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2015,29.0
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2016,35.0
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2017,41.868
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2018,477.718
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2019,646.233
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2020,833.055
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2021,1384.87
Türkiye,Solid biofuels,Combined Heat and Power (CHP),2022,2523.96
Türkiye,Biogas,Combined Heat and Power (CHP),2006,12.0
Türkiye,Biogas,Combined Heat and Power (CHP),2007,62.0
Türkiye,Biogas,Combined Heat and Power (CHP),2008,146.0
Türkiye,Biogas,Combined Heat and Power (CHP),2009,161.0
Türkiye,Biogas,Combined Heat and Power (CHP),2010,213.0
Türkiye,Biogas,Combined Heat and Power (CHP),2011,371.0
Türkiye,Biogas,Combined Heat and Power (CHP),2012,1053.0
Türkiye,Biogas,Combined Heat and Power (CHP),2013,1499.0
Türkiye,Biogas,Combined Heat and Power (CHP),2014,1438.0
Türkiye,Biogas,Combined Heat and Power (CHP),2015,1626.0
Türkiye,Biogas,Combined Heat and Power (CHP),2016,1994.0
Türkiye,Biogas,Combined Heat and Power (CHP),2017,2530.6
Türkiye,Biogas,Combined Heat and Power (CHP),2018,3562.12
Türkiye,Biogas,Combined Heat and Power (CHP),2019,3592.38
Türkiye,Biogas,Combined Heat and Power (CHP),2020,3882.87
Türkiye,Biogas,Combined Heat and Power (CHP),2021,4594.4
Türkiye,Biogas,Combined Heat and Power (CHP),2022,4082.05
Türkiye,Coal and peat,Combined Heat and Power (CHP),2000,916.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2001,1440.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2002,42.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2005,654.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2006,692.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2007,781.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2008,579.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2009,559.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2010,863.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2011,1038.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2012,983.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2013,1121.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2014,4034.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2015,3055.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2016,1612.0
Türkiye,Coal and peat,Combined Heat and Power (CHP),2017,2217.68
Türkiye,Coal and peat,Combined Heat and Power (CHP),2018,2701.16
Türkiye,Coal and peat,Combined Heat and Power (CHP),2019,3530.73
Türkiye,Coal and peat,Combined Heat and Power (CHP),2020,4622.75
Türkiye,Coal and peat,Combined Heat and Power (CHP),2021,3882.74
Türkiye,Coal and peat,Combined Heat and Power (CHP),2022,3492.34
Türkiye,Oil,Combined Heat and Power (CHP),2000,1124.0
Türkiye,Oil,Combined Heat and Power (CHP),2001,838.0
Türkiye,Oil,Combined Heat and Power (CHP),2002,1955.0
Türkiye,Oil,Combined Heat and Power (CHP),2003,1791.0
Türkiye,Oil,Combined Heat and Power (CHP),2004,1646.0
Türkiye,Oil,Combined Heat and Power (CHP),2005,1476.0
Türkiye,Oil,Combined Heat and Power (CHP),2006,659.0
Türkiye,Oil,Combined Heat and Power (CHP),2007,713.0
Türkiye,Oil,Combined Heat and Power (CHP),2008,562.0
Türkiye,Oil,Combined Heat and Power (CHP),2009,911.0
Türkiye,Oil,Combined Heat and Power (CHP),2010,939.0
Türkiye,Oil,Combined Heat and Power (CHP),2011,898.0
Türkiye,Oil,Combined Heat and Power (CHP),2012,1240.0
Türkiye,Oil,Combined Heat and Power (CHP),2013,1643.0
Türkiye,Oil,Combined Heat and Power (CHP),2014,2402.0
Türkiye,Oil,Combined Heat and Power (CHP),2015,2261.0
Türkiye,Oil,Combined Heat and Power (CHP),2016,1730.0
Türkiye,Oil,Combined Heat and Power (CHP),2017,1652.61
Türkiye,Oil,Combined Heat and Power (CHP),2018,1334.37
Türkiye,Oil,Combined Heat and Power (CHP),2019,2086.24
Türkiye,Oil,Combined Heat and Power (CHP),2020,2579.35
Türkiye,Oil,Combined Heat and Power (CHP),2021,2054.84
Türkiye,Oil,Combined Heat and Power (CHP),2022,2279.57
Türkiye,Natural gas,Combined Heat and Power (CHP),2000,14143.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2001,10314.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2002,15377.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2003,13576.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2004,17185.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2005,33467.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2006,38786.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2007,41718.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2008,41398.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2009,42752.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2010,49315.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2011,48610.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2012,48041.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2013,46503.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2014,40536.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2015,33666.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2016,32087.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2017,35227.2
Türkiye,Natural gas,Combined Heat and Power (CHP),2018,32015.2
Türkiye,Natural gas,Combined Heat and Power (CHP),2019,33135.0
Türkiye,Natural gas,Combined Heat and Power (CHP),2020,33682.8
Türkiye,Natural gas,Combined Heat and Power (CHP),2021,31447.6
Türkiye,Natural gas,Combined Heat and Power (CHP),2022,26948.8
Türkiye,Other non-renewable energy,Heat (Commercial),2000,613.0
Türkiye,Other non-renewable energy,Heat (Commercial),2001,560.0
Türkiye,Other non-renewable energy,Heat (Commercial),2002,530.0
Türkiye,Other non-renewable energy,Heat (Commercial),2003,415.0
Türkiye,Other non-renewable energy,Heat (Commercial),2004,280.0
Türkiye,Other non-renewable energy,Heat (Commercial),2005,1040.0
Türkiye,Other non-renewable energy,Heat (Commercial),2006,1080.0
Türkiye,Other non-renewable energy,Heat (Commercial),2007,1400.0
Türkiye,Other non-renewable energy,Heat (Commercial),2008,850.0
Türkiye,Other non-renewable energy,Heat (Commercial),2009,1015.0
Türkiye,Other non-renewable energy,Heat (Commercial),2010,1480.0
Türkiye,Other non-renewable energy,Heat (Commercial),2011,1413.0
Türkiye,Other non-renewable energy,Heat (Commercial),2012,1493.0
Türkiye,Other non-renewable energy,Heat (Commercial),2013,3706.0
Türkiye,Other non-renewable energy,Heat (Commercial),2014,4317.0
Türkiye,Other non-renewable energy,Heat (Commercial),2015,6598.0
Türkiye,Other non-renewable energy,Heat (Commercial),2016,14060.0
Türkiye,Other non-renewable energy,Heat (Commercial),2017,14156.9
Türkiye,Other non-renewable energy,Heat (Commercial),2018,15900.3
Türkiye,Other non-renewable energy,Heat (Commercial),2019,17623.5
Türkiye,Other non-renewable energy,Heat (Commercial),2020,21650.7
Türkiye,Other non-renewable energy,Heat (Commercial),2021,21417.9
Türkiye,Other non-renewable energy,Heat (Commercial),2022,20963.2
Türkiye,Other non-renewable energy,Combined Heat and Power (CHP),2015,859.0
Türkiye,Other non-renewable energy,Combined Heat and Power (CHP),2016,1381.0
Türkiye,Other non-renewable energy,Combined Heat and Power (CHP),2017,1630.78
Türkiye,Other non-renewable energy,Combined Heat and Power (CHP),2018,1522.53
Ukraine,Solid biofuels,Heat (Commercial),2008,1379.0
Ukraine,Solid biofuels,Heat (Commercial),2009,1262.0
Ukraine,Solid biofuels,Heat (Commercial),2010,1656.0
Ukraine,Solid biofuels,Heat (Commercial),2011,1178.0
Ukraine,Solid biofuels,Heat (Commercial),2012,1350.0
Ukraine,Solid biofuels,Heat (Commercial),2013,1916.0
Ukraine,Solid biofuels,Heat (Commercial),2014,906.0
Ukraine,Solid biofuels,Heat (Commercial),2015,711.0
Ukraine,Solid biofuels,Heat (Commercial),2016,14681.0
Ukraine,Solid biofuels,Heat (Commercial),2017,14692.52
Ukraine,Solid biofuels,Heat (Commercial),2018,28501.007
Ukraine,Solid biofuels,Heat (Commercial),2019,29189.0
Ukraine,Solid biofuels,Heat (Commercial),2020,29008.127
Ukraine,Solid biofuels,Heat (Commercial),2021,29008.127
Ukraine,Solid biofuels,Heat (Commercial),2022,29008.127
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2007,4354.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2008,5637.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2009,6690.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2010,6768.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2011,7889.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2012,8635.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2013,9465.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2014,9495.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2015,10875.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2016,4913.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2017,6564.998
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2018,2559.998
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2019,2780.0
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2020,3149.753
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2021,3149.753
Ukraine,Solid biofuels,Combined Heat and Power (CHP),2022,3149.753
Ukraine,Biogas,Heat (Commercial),2015,275.0
Ukraine,Biogas,Heat (Commercial),2016,456.0
Ukraine,Biogas,Heat (Commercial),2017,523.0
Ukraine,Biogas,Heat (Commercial),2018,329.0
Ukraine,Biogas,Heat (Commercial),2019,214.0
Ukraine,Biogas,Heat (Commercial),2020,198.0
Ukraine,Biogas,Heat (Commercial),2021,198.0
Ukraine,Biogas,Heat (Commercial),2022,198.0
Ukraine,Biogas,Combined Heat and Power (CHP),2015,85.0
Ukraine,Biogas,Combined Heat and Power (CHP),2016,225.0
Ukraine,Biogas,Combined Heat and Power (CHP),2017,302.0
Ukraine,Biogas,Combined Heat and Power (CHP),2018,572.0
Ukraine,Biogas,Combined Heat and Power (CHP),2019,651.0
Ukraine,Biogas,Combined Heat and Power (CHP),2020,613.0
Ukraine,Biogas,Combined Heat and Power (CHP),2021,613.0
Ukraine,Biogas,Combined Heat and Power (CHP),2022,613.0
Ukraine,Coal and peat,Heat (Commercial),2000,5208.0
Ukraine,Coal and peat,Heat (Commercial),2001,4948.0
Ukraine,Coal and peat,Heat (Commercial),2002,4701.0
Ukraine,Coal and peat,Heat (Commercial),2003,5828.0
Ukraine,Coal and peat,Heat (Commercial),2004,5904.0
Ukraine,Coal and peat,Heat (Commercial),2005,5854.0
Ukraine,Coal and peat,Heat (Commercial),2006,6296.0
Ukraine,Coal and peat,Heat (Commercial),2007,39225.0
Ukraine,Coal and peat,Heat (Commercial),2008,37485.0
Ukraine,Coal and peat,Heat (Commercial),2009,46256.0
Ukraine,Coal and peat,Heat (Commercial),2010,42679.0
Ukraine,Coal and peat,Heat (Commercial),2011,35355.0
Ukraine,Coal and peat,Heat (Commercial),2012,38725.0
Ukraine,Coal and peat,Heat (Commercial),2013,46123.0
Ukraine,Coal and peat,Heat (Commercial),2014,30485.0
Ukraine,Coal and peat,Heat (Commercial),2015,23108.0
Ukraine,Coal and peat,Heat (Commercial),2016,50262.0
Ukraine,Coal and peat,Heat (Commercial),2017,30905.0
Ukraine,Coal and peat,Heat (Commercial),2018,24048.0
Ukraine,Coal and peat,Heat (Commercial),2019,18989.0
Ukraine,Coal and peat,Heat (Commercial),2020,14235.0
Ukraine,Coal and peat,Heat (Commercial),2021,14235.0
Ukraine,Coal and peat,Heat (Commercial),2022,14235.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2000,2774.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2001,2560.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2002,2672.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2003,3166.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2004,2514.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2005,6410.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2006,7419.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2007,47567.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2008,48304.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2009,45552.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2010,46241.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2011,41929.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2012,52699.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2013,47587.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2014,44669.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2015,36177.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2016,37738.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2017,43693.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2018,44976.0
